noise,fitness,precision,generalization,simplicity,is_sound
0.5,0.8768627199519163,0.5012241264188738,0.5611158669983738,0.62,True
0.1,0.9902157483039835,0.1649712781235041,0.5232812180572622,0.6000000000000001,True
0.8,0.7399532556801531,0.6381679389312978,0.5216986333825182,0.642384105960265,True
0.7,0.8437463760303208,0.4495015171218032,0.5314627435526753,0.6196319018404908,True
0.4,0.9278704699142941,0.4254921928038018,0.5624812999905267,0.6143497757847534,True
0.3,0.9332780517504474,0.4066284257488847,0.5629834247466772,0.6106194690265486,True
0.9,0.6146504710382413,0.697577276524645,0.5240526057067082,0.6503496503496503,True
0.2,0.945470039656721,0.42000000000000004,0.5757198584102112,0.6137339055793992,True
0.6,0.8723707046962242,0.5181578947368422,0.5257469208480565,0.6404494382022472,True
