noise,precision,generalization,simplicity,is_sound
0.1,0.42557848655409636,0.6771978835856758,0.5670103092783505,True
0.2,0.6437594744820616,0.563486587207197,0.6451612903225807,True
0.4,0.7485998755444929,0.6173680767409455,0.6688741721854304,True
0.5,0.7715170278637771,0.6074660581806579,0.6470588235294118,True
0.6,0.7517112632233977,0.5792574584131003,0.641025641025641,True
0.3,0.7120418848167539,0.5880609696558644,0.6568047337278107,True
0.7,0.7887617065556711,0.6211681372863312,0.638888888888889,True
0.8,0.7840616966580977,0.6259455065471777,0.6551724137931035,True
0.9,0.7840616966580977,0.6157329428793885,0.6571428571428571,True
