noise,fitness,precision,generalization,simplicity,is_sound
0.1,0.99539641943734,0.4121739130434783,0.6113218605370625,0.6666666666666666,True
0.2,0.99539641943734,0.4121739130434783,0.6113218605370625,0.6666666666666666,True
0.3,0.9615536886691436,0.4686809137803979,0.587836311395421,0.6551724137931035,True
0.4,0.9615536886691436,0.4686809137803979,0.587836311395421,0.6551724137931035,True
0.5,0.9057857281054983,0.5487661574618097,0.5802442409665647,0.6708860759493671,True
0.6,0.9057857281054983,0.5487661574618097,0.5802442409665647,0.6708860759493671,True
0.7,0.85572704088383,0.8007662835249042,0.539410752058808,0.6842105263157894,True
0.8,0.85572704088383,0.8007662835249042,0.539410752058808,0.6842105263157894,True
0.9,0.7526100372672685,0.49295774647887325,0.46809564652288493,0.7241379310344828,True
