noise,fitness,precision,generalization,simplicity,is_sound
0.1,0.9940476190476191,0.22376237623762374,0.6098513472175701,0.6470588235294118,True
0.2,0.9912698412698413,0.23157315731573158,0.638585110053653,0.6551724137931035,True
0.3,0.9621254562431033,0.357379767827529,0.6148272342175682,0.6296296296296295,True
0.5,0.905886881293228,0.4895688456189151,0.5792414306143008,0.6344086021505377,True
0.4,0.9283504460730114,0.38822115384615385,0.6168555927377359,0.6380952380952382,True
0.6,0.8671376200052671,0.5154826958105647,0.607437070486009,0.6595744680851063,True
0.7,0.8278014441269086,0.5335463258785942,0.5820387731429657,0.6703296703296703,True
0.9,0.6766036429123373,0.33333333333333337,0.5306084811458063,0.7142857142857143,True
0.8,0.744090312473717,0.5549132947976878,0.5631322495211792,0.6818181818181818,True
